PRN;Time_UTC;Azimuth;Elevation;MP_C1C;MP_C2W;MP_C2X;MP_C5X;SNR_S1C;SNR_S2W;SNR_S2X;SNR_S5X
G30;2022-01-01 12:58:00;92.98;7.78;-0.3675;-0.3832;-0.3773;0.1994;38.0;31.4;37.3;43.2
G30;2022-01-01 12:58:30;93.05;7.59;-0.7439;-0.0400;0.1609;0.4570;37.7;30.8;36.4;43.9
G30;2022-01-01 12:59:00;93.13;7.39;-0.6333;-0.2676;-0.2077;0.4327;37.7;30.9;37.1;44.1
G30;2022-01-01 12:59:30;93.21;7.20;0.2411;0.4315;0.4533;0.1937;38.3;32.1;37.7;43.5
G30;2022-01-01 13:00:00;93.29;7.00;0.9333;0.3385;0.1183;0.4628;38.9;33.0;38.3;44.1
G30;2022-01-01 13:00:30;93.37;6.81;0.2259;0.1547;-0.5465;0.5657;38.7;32.3;37.8;43.4
G30;2022-01-01 13:01:00;93.45;6.61;0.7392;0.1877;-0.1364;-0.2228;39.2;32.3;37.1;42.5
G30;2022-01-01 13:01:30;93.52;6.42;0.7262;0.7223;-0.1449;-0.6667;40.6;31.4;36.3;41.4
G30;2022-01-01 13:02:00;93.60;6.23;0.3929;0.3449;0.2228;-0.0408;40.4;31.8;35.6;41.9
G30;2022-01-01 13:02:30;93.68;6.03;0.6044;-0.3746;-0.3687;0.3619;39.9;29.6;35.4;42.6
G30;2022-01-01 13:03:00;93.76;5.84;0.1193;0.2496;0.7285;-0.2279;38.4;31.5;36.1;43.0
G30;2022-01-01 13:03:30;93.84;5.64;1.2670;0.2599;0.1667;-0.0062;38.6;30.3;37.6;43.4
G30;2022-01-01 13:04:00;93.92;5.45;0.5100;-0.0011;-0.0613;-0.0331;37.4;31.2;37.4;43.5
G30;2022-01-01 13:04:30;94.00;5.26;-0.2725;-0.3128;0.2860;0.4241;37.8;29.4;35.8;42.5
G30;2022-01-01 13:05:00;94.08;5.07;-0.1991;-0.1114;0.0415;-0.1775;38.1;30.7;36.7;43.3
G30;2022-01-01 13:05:30;94.15;4.87;0.2493;0.4423;0.4471;0.1710;38.9;31.6;37.5;43.4
G30;2022-01-01 13:06:00;94.23;4.68;0.2740;-0.0241;-0.0283;0.0252;39.4;31.5;37.5;43.5
G30;2022-01-01 13:06:30;94.31;4.49;0.0492;0.2100;-0.0892;0.2612;38.7;31.1;38.0;44.1
G30;2022-01-01 13:07:00;94.39;4.30;-0.0722;-0.0370;0.1718;0.4676;38.3;31.1;37.3;43.8
G30;2022-01-01 13:07:30;94.47;4.10;-0.2341;0.3660;-0.0711;0.4627;38.3;31.6;37.6;43.7
G30;2022-01-01 13:08:00;94.55;3.91;-0.8506;-0.0132;0.0806;0.2700;37.5;28.3;36.5;42.3
G30;2022-01-01 13:08:30;94.63;3.72;0.0824;-0.1288;-0.3059;1.1563;36.3;27.6;35.3;42.6
G30;2022-01-01 13:09:00;94.71;3.53;0.2340;0.1397;0.4855;0.0671;37.2;29.3;37.0;42.3
G30;2022-01-01 13:09:30;94.79;3.34;-0.8647;0.5258;0.8346;0.4434;35.2;28.2;36.7;41.3
G30;2022-01-01 13:10:00;94.87;3.14;0.3510;0.0295;-0.0317;-0.0660;36.2;27.1;34.9;40.5
G30;2022-01-01 13:10:30;94.95;2.95;-0.2046;-0.1659;-0.2171;0.0694;33.9;22.9;33.4;40.6
G30;2022-01-01 13:11:00;95.03;2.76;0.0215;-0.8515;-1.4836;0.4205;33.8;20.6;31.0;39.7
G30;2022-01-01 13:11:30;95.11;2.57;0.1700;0.2465;-1.1507;0.8609;30.7;17.4;30.2;38.7
G30;2022-01-01 13:12:00;95.19;2.38;-1.7725;-0.5007;nan;0.2055;28.9;16.3;nan;37.6
G30;2022-01-01 13:12:30;95.27;2.19;-0.1357;-0.6481;nan;0.1860;27.6;14.8;nan;32.7
G30;2022-01-01 13:13:00;95.35;2.00;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:13:30;95.43;1.81;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:14:00;95.51;1.62;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:14:30;95.59;1.43;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:15:00;95.67;1.24;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:15:30;95.75;1.05;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:16:00;95.83;0.86;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:16:30;95.91;0.67;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:17:00;95.99;0.48;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:17:30;96.07;0.29;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 13:18:00;96.15;0.10;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:38:00;356.96;0.05;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:38:30;356.85;0.19;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:39:00;356.73;0.34;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:39:30;356.62;0.48;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:40:00;356.50;0.62;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:40:30;356.39;0.77;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:41:00;356.27;0.91;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:41:30;356.16;1.05;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:42:00;356.04;1.19;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:42:30;355.92;1.34;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:43:00;355.81;1.48;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:43:30;355.69;1.62;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:44:00;355.57;1.76;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:44:30;355.45;1.90;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:45:00;355.33;2.04;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:45:30;355.21;2.17;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:46:00;355.09;2.31;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:46:30;354.96;2.45;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:47:00;354.84;2.59;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:47:30;354.72;2.72;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:48:00;354.59;2.86;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:48:30;354.47;2.99;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:49:00;354.34;3.13;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:49:30;354.22;3.26;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:50:00;354.09;3.40;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:50:30;353.96;3.53;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:51:00;353.83;3.66;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:51:30;353.70;3.80;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:52:00;353.58;3.93;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:52:30;353.45;4.06;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:53:00;353.31;4.19;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:53:30;353.18;4.32;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:54:00;353.05;4.45;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:54:30;352.92;4.58;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:55:00;352.79;4.71;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:55:30;352.65;4.83;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:56:00;352.52;4.96;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:56:30;352.38;5.09;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:57:00;352.25;5.21;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:57:30;352.11;5.34;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:58:00;351.97;5.46;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:58:30;351.83;5.59;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:59:00;351.70;5.71;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 21:59:30;351.56;5.83;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 22:00:00;351.42;5.96;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 22:00:30;351.28;6.08;nan;nan;nan;nan;nan;nan;nan;nan
G30;2022-01-01 22:01:00;351.14;6.20;1.3603;-0.4210;1.5770;0.3717;40.5;16.9;32.7;39.2
G30;2022-01-01 22:01:30;350.99;6.32;0.2715;0.1296;1.2117;0.0903;40.6;18.3;34.1;39.2
G30;2022-01-01 22:02:00;350.85;6.44;-0.1232;0.0692;0.9312;-0.1407;40.2;18.3;34.1;39.6
G30;2022-01-01 22:02:30;350.71;6.56;-0.9950;0.0496;1.0386;-0.4207;40.9;19.3;36.1;40.3
G30;2022-01-01 22:03:00;350.57;6.68;-1.2836;-0.1404;2.5336;0.1554;40.6;20.4;36.6;41.1
G30;2022-01-01 22:03:30;350.42;6.79;-0.0020;0.4868;0.7938;0.0323;40.6;20.9;34.9;41.1
G30;2022-01-01 22:04:00;350.28;6.91;-0.2053;1.4551;0.9361;0.2397;40.0;21.3;37.0;41.9
G30;2022-01-01 22:04:30;350.13;7.03;0.0745;1.6090;2.7010;0.6709;40.2;19.9;38.7;42.6
G30;2022-01-01 22:05:00;349.98;7.14;1.1413;1.3959;-0.5630;0.3404;39.4;20.1;34.9;42.6
G30;2022-01-01 22:05:30;349.84;7.26;0.6769;0.0511;2.2792;0.0242;40.3;18.6;37.1;42.3
G30;2022-01-01 22:06:00;349.69;7.37;0.7976;-0.9111;1.9319;0.4407;40.1;19.0;34.5;42.9
G30;2022-01-01 22:06:30;349.54;7.49;1.8078;-1.0521;0.1230;-0.0573;40.6;19.0;33.8;42.6
G30;2022-01-01 22:07:00;349.39;7.60;0.1618;0.0342;1.9832;0.1641;38.9;17.8;37.8;42.2
G30;2022-01-01 22:07:30;349.24;7.71;-0.3977;0.2143;-1.1147;-0.1849;37.0;16.3;33.6;41.6
G30;2022-01-01 22:08:00;349.09;7.82;-0.7153;-0.1351;2.4979;-0.4873;37.3;17.4;36.4;41.8
G30;2022-01-01 22:08:30;348.94;7.93;-2.2832;-0.1377;1.3372;0.2054;37.9;17.8;33.3;41.6
G30;2022-01-01 22:09:00;348.79;8.04;-2.6312;-0.1870;-0.3379;0.2365;37.7;16.9;35.7;40.5
G30;2022-01-01 22:09:30;348.64;8.15;2.7093;-0.7728;5.5731;-0.6864;39.9;17.4;35.3;40.2
G30;2022-01-01 22:10:00;348.49;8.26;4.5638;-0.2586;-2.3646;-0.2269;42.0;15.6;31.6;39.7
G30;2022-01-01 22:10:30;348.33;8.37;3.7694;-0.7292;4.6356;0.0226;41.1;16.3;35.5;39.8
G30;2022-01-01 22:11:00;348.18;8.48;0.9956;-0.5272;-5.3913;0.2221;39.8;17.4;31.4;40.5
G30;2022-01-01 22:11:30;348.02;8.59;-1.7781;-0.3165;0.8893;0.5036;39.7;18.6;34.2;40.9
G30;2022-01-01 22:12:00;347.87;8.69;-1.1631;0.3796;-5.4215;0.3336;41.4;19.6;31.0;40.6
G30;2022-01-01 22:12:30;347.71;8.80;0.6620;0.2315;2.4113;-0.1552;42.5;19.9;36.6;40.4
G30;2022-01-01 22:13:00;347.56;8.90;1.3891;0.3001;-2.0940;-0.4184;43.4;21.5;33.4;41.1
G30;2022-01-01 22:13:30;347.40;9.00;2.0370;0.4689;1.7328;-0.5055;41.5;20.6;38.0;40.9
G30;2022-01-01 22:14:00;347.24;9.11;0.7744;0.1554;-1.8948;-0.7522;41.4;21.7;33.1;40.9
G30;2022-01-01 22:14:30;347.08;9.21;-0.6699;-0.5715;1.6134;-0.0838;40.4;20.9;37.5;42.0
G30;2022-01-01 22:15:00;346.92;9.31;-3.2454;-0.4089;-1.6281;0.1055;39.2;19.6;35.0;42.6
G30;2022-01-01 22:15:30;346.76;9.41;0.5432;-0.9069;0.2930;-0.1544;41.1;20.6;37.5;42.7
G30;2022-01-01 22:16:00;346.60;9.51;1.9082;-0.2187;-0.6899;-0.0138;41.7;20.4;36.1;42.8
G30;2022-01-01 22:16:30;346.44;9.61;2.1127;0.1058;-0.2374;0.1788;41.7;22.2;36.3;42.8
G30;2022-01-01 22:17:00;346.28;9.71;-0.4217;0.3480;-0.3372;0.1777;41.1;22.3;34.9;42.6
G30;2022-01-01 22:17:30;346.12;9.80;-0.9206;0.4761;-1.0240;-0.2234;41.1;21.3;35.9;42.4
G30;2022-01-01 22:18:00;345.96;9.90;-0.7386;0.3673;0.0111;-0.6989;41.3;20.4;36.5;41.6
G30;2022-01-01 22:18:30;345.79;10.00;0.4670;1.1046;-0.4386;-0.6194;42.0;21.1;35.6;42.3
G30;2022-01-01 22:19:00;345.63;10.09;0.7089;0.5161;0.2659;-0.6471;41.8;22.3;36.1;42.0
G30;2022-01-01 22:19:30;345.46;10.18;0.0092;0.1479;0.0508;-0.4503;41.2;21.8;35.5;43.1
G30;2022-01-01 22:20:00;345.30;10.28;-0.1651;-0.6132;0.1996;-0.0560;41.5;21.5;36.1;43.0
G30;2022-01-01 22:20:30;345.13;10.37;-0.0891;0.5114;1.2013;0.5111;42.2;22.3;37.5;43.7
G30;2022-01-01 22:21:00;344.97;10.46;-0.5262;0.2981;0.6049;0.6515;42.6;22.8;38.3;44.1
G30;2022-01-01 22:21:30;344.80;10.55;-0.1249;0.1172;0.2410;0.2685;42.4;22.5;36.7;44.5
G30;2022-01-01 22:22:00;344.63;10.64;-0.2162;-0.2037;-0.2028;0.6407;43.0;22.9;36.8;44.6
G30;2022-01-01 22:22:30;344.46;10.73;1.5649;-0.1339;-0.4791;0.5559;44.5;22.6;35.8;44.6
G30;2022-01-01 22:23:00;344.29;10.82;-0.2461;0.3260;-0.8082;0.1947;43.1;23.2;37.2;44.6
G30;2022-01-01 22:23:30;344.12;10.91;0.6083;0.1684;-0.8528;0.0981;43.9;23.4;36.5;44.1
G30;2022-01-01 22:24:00;343.95;10.99;0.2473;0.3591;-0.6830;0.0874;43.0;21.3;35.8;44.3
G30;2022-01-01 22:24:30;343.78;11.08;-0.1243;-0.6356;-1.2587;-0.1722;42.6;19.9;35.3;43.9
G30;2022-01-01 22:25:00;343.61;11.16;0.3744;-0.8657;-0.3549;-0.7966;42.1;19.9;34.9;44.2
G30;2022-01-01 22:25:30;343.44;11.25;-0.7320;-1.1484;-1.2266;-0.0833;41.7;20.1;35.0;44.0
G30;2022-01-01 22:26:00;343.27;11.33;-0.1503;-1.2603;-0.5444;0.9177;42.0;21.5;36.8;44.6
G30;2022-01-01 22:26:30;343.09;11.41;-0.4786;-0.4266;-0.2608;0.8131;42.1;22.3;37.5;45.0
G30;2022-01-01 22:27:00;342.92;11.49;-0.0959;0.0183;0.3072;0.3741;43.0;22.5;38.7;45.0
G30;2022-01-01 22:27:30;342.75;11.57;-0.3368;-0.2172;0.3176;-0.0395;42.9;22.3;39.4;44.9
G30;2022-01-01 22:28:00;342.57;11.65;-0.0307;0.5033;-0.2008;-0.4778;43.2;24.1;39.2;44.0
G30;2022-01-01 22:28:30;342.40;11.73;-0.3181;0.2916;-0.5855;-0.4731;41.6;22.6;38.4;43.7
G30;2022-01-01 22:29:00;342.22;11.81;-0.5713;0.3317;0.1846;-0.6680;41.3;22.0;38.5;43.4
G30;2022-01-01 22:29:30;342.05;11.89;-1.1910;0.7262;0.3781;-1.1145;40.6;21.7;38.6;42.6
G30;2022-01-01 22:30:00;341.87;11.96;0.5757;0.3021;0.3750;-0.2613;43.0;22.0;37.9;42.9
G30;2022-01-01 22:30:30;341.69;12.04;-0.5366;0.4258;-0.2904;0.0359;42.3;23.0;38.8;43.7
G30;2022-01-01 22:31:00;341.51;12.11;0.6779;0.3791;0.3929;0.0215;43.6;24.0;39.9;43.7
G30;2022-01-01 22:31:30;341.33;12.18;-0.0149;-0.1170;-0.5132;0.5737;43.9;25.3;39.2;44.5
G30;2022-01-01 22:32:00;341.16;12.26;-0.1246;0.1488;0.3076;0.3412;42.7;25.0;40.2;45.1
G30;2022-01-01 22:32:30;340.98;12.33;1.0199;-1.2858;-0.3409;0.3213;43.7;25.5;38.3;45.7
G30;2022-01-01 22:33:00;340.80;12.40;0.4013;-1.2488;-0.1409;0.4380;42.2;22.0;39.4;45.6
G30;2022-01-01 22:33:30;340.62;12.47;-1.0165;0.5293;-0.0868;0.1832;41.6;23.0;39.4;45.5
G30;2022-01-01 22:34:00;340.43;12.53;-0.2031;0.8410;0.2078;-0.1636;41.7;22.5;40.4;44.9
G30;2022-01-01 22:34:30;340.25;12.60;0.6394;-0.2458;-0.6470;0.0365;43.0;22.3;38.1;45.5
G30;2022-01-01 22:35:00;340.07;12.67;-0.2647;-0.2148;-0.1160;-0.1225;43.6;22.6;38.7;44.7
G30;2022-01-01 22:35:30;339.89;12.73;0.3857;0.2078;-0.2604;-0.2297;43.6;22.8;38.8;44.9
G30;2022-01-01 22:36:00;339.71;12.80;-0.1185;0.1212;-0.2900;0.3401;43.2;22.3;38.9;46.0
G30;2022-01-01 22:36:30;339.52;12.86;-0.6391;-0.4532;0.1817;-0.0146;42.3;22.5;38.3;45.6
G30;2022-01-01 22:37:00;339.34;12.92;0.4206;-0.8046;-0.3778;-0.3144;43.7;23.5;39.6;45.4
G30;2022-01-01 22:37:30;339.15;12.98;0.3705;0.3805;-0.2596;-0.2379;42.6;24.1;39.7;44.9
G30;2022-01-01 22:38:00;338.97;13.05;0.1738;0.1418;-0.2793;-0.1455;43.2;24.6;39.4;45.8
G30;2022-01-01 22:38:30;338.78;13.10;0.7116;0.4415;0.2124;-0.2075;44.6;26.8;41.1;45.2
G30;2022-01-01 22:39:00;338.60;13.16;0.8527;-0.1958;0.4580;-0.5328;45.0;27.0;40.2;45.0
G30;2022-01-01 22:39:30;338.41;13.22;0.5588;0.0692;0.3190;0.1872;45.3;27.4;41.4;45.4
G30;2022-01-01 22:40:00;338.22;13.28;-0.6321;-0.0708;0.0870;-0.6487;44.3;26.8;40.5;44.3
G30;2022-01-01 22:40:30;338.04;13.33;-0.4003;0.0963;-0.0648;-0.4535;44.1;26.3;40.9;44.6
G30;2022-01-01 22:41:00;337.85;13.39;0.1253;0.2444;-0.3107;-0.3810;44.5;26.8;40.5;44.2
G30;2022-01-01 22:41:30;337.66;13.44;0.0588;0.0579;-0.4113;-0.4328;43.4;26.3;40.4;43.9
G30;2022-01-01 22:42:00;337.47;13.49;1.3805;0.5270;0.3448;-0.4804;43.9;26.0;40.8;44.4
G30;2022-01-01 22:42:30;337.28;13.55;0.7141;0.2866;0.2764;-0.9433;43.2;25.3;41.6;44.4
G30;2022-01-01 22:43:00;337.09;13.60;0.4351;0.1089;-0.1712;-0.9776;44.6;26.0;40.9;44.1
G30;2022-01-01 22:43:30;336.91;13.65;-0.0413;-0.2752;-0.6233;-0.8160;43.8;25.2;40.2;45.3
G30;2022-01-01 22:44:00;336.72;13.69;0.4995;0.1271;0.0079;-0.4172;43.4;25.4;40.4;45.8
G30;2022-01-01 22:44:30;336.52;13.74;0.0819;-0.0650;-0.0821;-1.2333;42.3;24.6;40.4;44.7
G30;2022-01-01 22:45:00;336.33;13.79;0.0295;0.5112;0.7490;-0.9284;42.2;24.1;41.6;45.1
G30;2022-01-01 22:45:30;336.14;13.83;-0.2465;0.3065;0.1944;-0.8721;42.2;24.7;40.8;44.4
G30;2022-01-01 22:46:00;335.95;13.88;0.0184;0.1236;0.1265;-0.6355;41.4;23.9;41.0;44.7
G30;2022-01-01 22:46:30;335.76;13.92;-0.4932;0.6226;0.4915;-0.5773;41.7;24.1;41.6;44.6
G30;2022-01-01 22:47:00;335.57;13.96;-0.6530;0.2704;-0.3457;0.2621;41.7;22.9;40.6;45.8
G30;2022-01-01 22:47:30;335.37;14.00;-1.2735;-0.6379;-0.3511;-0.2842;41.8;24.2;40.0;46.0
G30;2022-01-01 22:48:00;335.18;14.04;-1.2068;-0.1622;0.0607;-0.4965;42.6;24.4;39.5;46.6
G30;2022-01-01 22:48:30;334.99;14.08;-0.4439;-0.1627;0.1072;-0.1798;42.1;23.2;40.9;46.7
G30;2022-01-01 22:49:00;334.79;14.12;-0.0633;-0.7252;-0.1843;1.0795;42.6;22.6;39.5;47.3
G30;2022-01-01 22:49:30;334.60;14.16;-0.4245;-0.0558;-1.0709;0.7167;43.9;24.7;40.6;47.6
G30;2022-01-01 22:50:00;334.40;14.19;0.3616;-0.3328;-0.1220;0.0738;44.5;25.3;40.4;47.4
G30;2022-01-01 22:50:30;334.21;14.23;0.5409;-0.9804;-0.4756;-0.4482;44.9;23.5;38.3;46.1
G30;2022-01-01 22:51:00;334.01;14.26;0.2824;-0.9772;-0.5574;0.3700;45.1;26.2;40.6;46.4
G30;2022-01-01 22:51:30;333.82;14.30;0.5777;-0.0174;-0.5245;0.1639;45.5;25.8;40.0;46.6
G30;2022-01-01 22:52:00;333.62;14.33;0.3190;-0.4978;-0.3739;-0.1645;45.8;26.0;39.2;46.8
G30;2022-01-01 22:52:30;333.43;14.36;0.0245;-0.7295;0.0113;-0.3583;45.2;25.8;41.2;46.3
G30;2022-01-01 22:53:00;333.23;14.39;-0.2766;-0.8014;-0.2276;-0.6942;44.7;26.4;39.8;46.8
G30;2022-01-01 22:53:30;333.03;14.42;-1.1685;-0.5320;-0.1851;-0.6319;44.3;25.8;41.1;46.3
G30;2022-01-01 22:54:00;332.84;14.44;-0.4418;-0.1260;0.4319;-0.6209;43.9;27.2;41.6;46.3
G30;2022-01-01 22:54:30;332.64;14.47;-0.2555;0.9290;0.8328;-0.5735;45.1;28.3;43.1;46.6
G30;2022-01-01 22:55:00;332.44;14.50;0.0204;0.8245;0.7594;0.0913;44.9;28.7;43.2;47.5
G30;2022-01-01 22:55:30;332.25;14.52;0.0742;-0.1004;-0.4015;0.2834;45.2;27.7;41.1;47.9
G30;2022-01-01 22:56:00;332.05;14.54;0.1124;-0.0318;0.8671;0.3872;44.6;28.1;42.6;47.5
G30;2022-01-01 22:56:30;331.85;14.57;0.0576;0.1292;-0.1939;0.3798;45.2;28.5;40.5;47.9
G30;2022-01-01 22:57:00;331.65;14.59;0.1934;-0.1065;0.0873;0.2469;44.5;27.4;42.2;47.6
G30;2022-01-01 22:57:30;331.45;14.61;0.6804;0.5074;0.3142;0.1718;44.4;27.2;41.9;48.3
G30;2022-01-01 22:58:00;331.25;14.63;1.6470;0.2663;0.3072;0.2557;45.2;27.2;40.9;48.4
G30;2022-01-01 22:58:30;331.06;14.64;0.4115;0.1049;0.1967;0.6342;44.4;26.5;41.3;48.6
G30;2022-01-01 22:59:00;330.86;14.66;0.3301;-0.0364;-0.4926;0.3625;43.5;25.8;40.7;48.4
G30;2022-01-01 22:59:30;330.66;14.68;0.2269;-0.4192;0.0917;0.3227;42.9;22.9;41.3;48.1
G30;2022-01-01 23:00:00;330.46;14.69;0.6181;-0.0157;-0.4648;0.5530;43.4;22.8;40.8;49.1
G30;2022-01-01 23:00:30;330.26;14.70;0.4486;-0.2853;0.1575;0.5283;43.5;23.0;40.6;48.8
G30;2022-01-01 23:01:00;330.06;14.72;0.6321;-0.3653;-0.3684;0.5108;42.9;22.2;40.4;48.8
G30;2022-01-01 23:01:30;329.86;14.73;0.3886;0.0435;-0.1786;0.4768;41.7;22.8;39.9;48.6
G30;2022-01-01 23:02:00;329.66;14.74;-0.8449;-0.0349;0.0270;0.7105;41.6;22.2;40.1;49.6
G30;2022-01-01 23:02:30;329.46;14.75;-0.9709;-0.4824;-0.2505;0.7927;40.9;21.3;40.2;49.1
G30;2022-01-01 23:03:00;329.26;14.76;-0.3856;0.0084;-0.1478;0.4794;41.0;23.0;41.1;49.5
G30;2022-01-01 23:03:30;329.06;14.76;0.7172;-0.1266;-0.5267;0.4414;42.2;23.8;40.6;48.9
G30;2022-01-01 23:04:00;328.86;14.77;0.5143;-0.3307;-0.2209;0.1732;43.5;22.5;40.4;49.4
G30;2022-01-01 23:04:30;328.65;14.77;0.3821;0.1878;0.2857;0.0876;43.0;22.6;41.1;49.1
G30;2022-01-01 23:05:00;328.45;14.78;0.1898;-0.3877;-0.3178;0.3013;42.7;22.9;39.8;49.1
G30;2022-01-01 23:05:30;328.25;14.78;-1.3299;-0.4301;-0.1712;0.5151;40.9;21.7;39.9;49.2
G30;2022-01-01 23:06:00;328.05;14.78;0.2389;-0.0165;-0.4396;0.2833;42.7;22.5;40.4;49.2
G30;2022-01-01 23:06:30;327.85;14.78;-0.3082;-0.0195;-0.2767;0.6581;40.9;22.3;41.4;49.4
G30;2022-01-01 23:07:00;327.65;14.78;0.2043;-0.1865;0.1923;0.4946;41.3;21.8;40.6;49.0
G30;2022-01-01 23:07:30;327.45;14.78;-0.4630;-0.4284;-0.5776;0.0032;40.2;21.5;40.0;48.7
G30;2022-01-01 23:08:00;327.25;14.78;-0.9590;-0.0293;0.0385;0.1089;39.4;21.5;41.0;48.5
G30;2022-01-01 23:08:30;327.04;14.77;-1.0919;-0.0959;-0.0701;0.0292;39.0;21.3;40.2;48.5
G30;2022-01-01 23:09:00;326.84;14.77;-1.2148;-0.0289;-0.8991;-0.3738;38.8;19.9;40.3;47.7
G30;2022-01-01 23:09:30;326.64;14.76;-0.1943;0.1495;-0.1487;-0.1224;39.4;20.1;40.8;48.1
G30;2022-01-01 23:10:00;326.44;14.75;-1.1814;-0.2801;0.3277;0.4133;39.2;20.9;40.5;48.7
G30;2022-01-01 23:10:30;326.24;14.75;-0.6750;-0.7729;-0.5081;0.5278;39.7;20.4;40.3;48.9
G30;2022-01-01 23:11:00;326.04;14.74;-0.3750;-0.3928;-0.9100;0.4761;39.6;20.9;40.1;48.7
G30;2022-01-01 23:11:30;325.83;14.73;0.2200;-0.3936;-0.6368;0.3472;40.0;21.8;39.7;48.7
G30;2022-01-01 23:12:00;325.63;14.71;-0.1424;-0.1093;-0.1324;0.1235;40.2;22.2;39.9;48.8
G30;2022-01-01 23:12:30;325.43;14.70;0.6363;-0.1465;-0.5327;0.0893;41.1;22.5;39.7;48.6
G30;2022-01-01 23:13:00;325.23;14.69;0.0626;-0.6654;-1.2725;0.1716;40.3;20.9;38.4;48.6
G30;2022-01-01 23:13:30;325.03;14.67;-0.5312;-0.5348;-1.0499;0.0619;39.4;19.6;38.8;48.9
G30;2022-01-01 23:14:00;324.83;14.66;-0.5197;-1.0256;-0.1148;-0.0101;40.2;20.4;39.7;49.1
G30;2022-01-01 23:14:30;324.62;14.64;0.0623;-0.3043;-0.0175;0.3151;39.4;20.9;40.2;49.0
G30;2022-01-01 23:15:00;324.42;14.62;-0.3843;-0.0906;-0.7318;0.4797;40.2;20.9;39.5;49.3
G30;2022-01-01 23:15:30;324.22;14.60;0.0772;0.1523;-0.2099;0.5468;40.3;19.9;39.5;48.5
